OOV
ܘܗ̇ܝ
ܢܘܪܐ
ܐܚܪܬܐ
ܫܢܬ
ܕܩܘܕܫܐ
ܬܠܬܐ
ܕܟܝܢܐ
ܗ̣ܢܘܢ
ܘܗ̣ܘ
ܥܕܬܐ
ܚܫܐ̈
ܩܕܝܫܬܐ
ܐܝܬܝܗܝܢ
ܐܡ̇ܪܝܢ
ܬܚܝܬ
ܗܟܢ
ܒܚܕ
ܛܝܒܘܬܐ
ܢܗܘܘܢ
ܠܟܠܗܘܢ
ܢܐܡܪ
ܕܐܝܟܢܐ
‏
ܕܗܐ
ܒܪܬ
ܘܕܫܪܟܐ
ܐܢܝܢ̈
ܘܗ̇ܘ
ܕܐܝܠܝܢ
x0
ܕܢܦܫܐ
ܘܐܝܬ
ܒܝܘܡܐ
ܝܘܡܝܢ̈
ܛܒܐ
ܒܗ̇ܘ
4
ܒܬܘܠܬܐ
ܐܬܐ
ܡܝܬܐ̈
ܕܒܪܐ
ܠܡܪܝܐ
ܥܠܝ
ܒܟܝܢܐ
ܩܢܘܡܐ
ܬܐ
ܟܗܢܐ̈
ܩܕܝܡ
ܗܘ̣
ܥܡܗܘܢ
ܡ̇ܠܟܐ
ܕܐܪܥܐ
xxxxx
ܕܚܝܐ̈
ܕܢܐܡܪ
ܘܚܕ
ܫܡܫܐ
ܘܗܕܐ
ܕܒܗ̇
ܐܪܐ
ܝܕܥܬܐ
ܡܢܘ
ܒܝܫܐ
ܠܚܕ
ܗܘܝܢ
ܚܫܐ
ܐܝܣܪܐܝܠ
ܕܗ̇ܢܘܢ
ܫܦܝܪ
ܕܡܢܗ
ܕܟܠܗܘܢ
ܕܫܡܝܐ
ܡܪܐ
ܚܕܕܐ̈
ܒܟ
ܠܚܡܐ
ܕܗܟܢܐ
ܕܗ̇ܝ
ܒܝ
ܕܥܕܬܐ
ܫܢܝܐ̈
ܓܠܝܐܝܬ
ܒܢ
ܡܪܝܡ
ܚܕܬܐ
ܚܛܝܬܐ
ܡܨܝܐ
ܝܘܡܬܐ̈
ܒܪܘܚܐ
ܒܝܫܬܐ
ܩܕܡܝܬܐ
ܪܒ
ܒܝܫܬܐ̈
ܥܕܟܝܠ
ܠܥܠܡ
ܦܘܩܕܢܐ
ܝܥܩܘܒ
ܒܗܝܢ
ܠܡܫܝܚܐ
ܕܝܠܟ
ܬܪܬܝܢ̈
ܙܒܢܝܢ̈
ܘܗܘܐ
ܕܝܠܗ̇
ܕܗܘܐ
ܗ̇ܘܐ
ܝܕܝܥܐ
ܘܡܐ
 
ܕܐܝܬܝܗܘܢ
ܗܘܢܐ
ܐܘܪܚܐ
ܠܐܪܥܐ
ܡܠܐܟܐ̈
ܒܙܒܢ
ܕܡܠܟܐ
ܒܬܪܗ
x1
ܚܘܒܐ
ܠܡܐܡܪ
ܒܙܒܢܐ
ܡܠܬܗ
ܫܠܝܚܐ
ܫܘܪܝܐ
ܕܒܪ
ܕܗܘ̣ܐ
ܠܡܢܐ
ܡܝܬ
ܩܕܡܘܗܝ
ܟܠܢܫ
10
ܕܐܡ̇ܪ
ܘܡ̣ܢ
ܕܫܪܪܐ
ܘܐܝܟܢܐ
ܐܬ̣ܐ
ܩܠܐ̈
ܘܥܡ
ܥܒ̣ܕ
ܝܗܘܕܝܐ̈
ܐܢܫܝܢ̈
ܕܗܘ
ܝܕܥ
ܡܨܐ
ܕܒܢܝ̈
ܡܚܘܐ
ܕܟܬܝܒ
ܕܠܥܠ
ܕܒܪܢܫܐ
ܥܠܝܗ̇
ܐܡܝܢ
ܠܥܠܡܐ
ܥܒܕܐ
ܨܒܝܢܐ
ܠܒܝܬ
ܝܡܐ
ܕܩܕܡ
ܕܐܢܐ
ܐܦܝ̈
ܙܒܢ
ܐܚܪܢܝܬܐ̈
6
ܫܡܗ
ܒܥܠܡܐ
ܐܟܙܢܐ
ܕܠܡܐ
ܕܒܢܝܢܫܐ̈
ܘܒܗ
ܘܒܬܪ
ܕܚܠܬܐ
ܡܢܟ
ܘܥܕܡܐ
ܬܫܒܘܚܬܐ
ܘܠܘܬ
ܐܘܟܝܬ
ܐܒܪܗܡ
ܨܒܝܢܗ
ܩܡ
ܟܝ
ܘܠܝܬ
ܫܘܚܠܦܐ
ܐܝܟܢ
ܐܘܣܝܐ
ܝܗܒ
ܚܫܘܫܐ
ܚܝܐ
ܩܪܒܐ
ܘܐ
7
ܟܕܘ
ܡܝܘܬܐ
ܠܥܡܐ
ܘܐܡ̇ܪ
ܠܡܠܬܐ
ܢܒܝܐ̈
ܠܓܘ
ܠܒܐ
8
ܒܫܪܪܐ
ܛܒܬܐ̈
ܡܢܗܝܢ
ܣܛܢܐ
ܟܗܢܐ
ܩܢܘܡܐ̈
ܕܗ̣ܘܐ
ܒܕܡܘܬ
ܝxx
ܠܐܒܐ
ܡܠܟܐ̈
ܬܪܥܐ
ܚܙܐ
ܘܪܘܚܐ
ܐܒܘܗܝ
ܚ̇ܙܐ
ܕܩܕܝܫܐ
ܩܝܡܬܐ
ܘܒܝܕ
ܫܡܥܘܢ
ܛܒܬܐ
ܐܠܗܝܬܐ
ܙܥܘܪܐ
ܡܡܠܠ
ܐܠܦܝܢ̈
ܕܠܗ
ܣܒܪܐ
ܕܐܦܠܐ
ܬܪܝܢ
ܕܝܢܐ
ܕܬܗܘܐ
ܡܝܬܐ
ܕܝܬܝܪ
ܥܠܝܢ
ܕܬܪܝܢ̈
ܦܪܨܘܦܐ
ܥ
ܕܗܝܡܢܘܬܐ
ܢܐ
ܘܫܪܟܐ
ܘܗܝܕܝܢ
ܓ
ܡܛܘܠ
ܚܘܝ
ܪܝܫܐ
ܙܢܐ
ܡܢܝ
ܒܪܝܬܐ
ܣܛܪ
ܐܠܦ
ܫܢܬܐ
ܫܠܡ
ܒܝܬܐ
ܡܬܘܡ
ܕܕܠܐ
ܦܓܪܗ
ܕܒܣܪܐ
ܚܝܠܗ
ܠܐܢܫ
ܐܟܡܐ
ܕܒܗܘܢ
ܕܥܬܝܕ
11
ܢܦܫܟ
ܫܘܠܛܢܐ
ܫܠܝܛ
ܐܠܗܘܬܐ
ܫܪܟܐ
ܠܡܘܬܐ
ܐܢܕܝܢ
ܡܬܚܙܐ
ܚܟܝܡܐ
ܦܬܓܡܐ
ܓܠܝܐ
ܩܠܗ
ܟܘܠ
ܣܟ
ܕܐܢܫ
ܐܚܪܝܢ
ܫܠܡܐ
ܟܬܒܐ̈
ܪܡܐ
ܕܐܢܫܐ
ܐܢܫܝܐ
1x
ܐܒܗܬܐ̈
ܠܘܩܕܡ
ܘܒܗ̇
ܫܠܝܚܐ̈
ܕܐܝܣܪܐܝܠ
ܥ̇ܒܕ
ܩܕܡܝܐ̈
ܫܪܝܪܐܝܬ
ܬܪܝܗܘܢ̈
ܨ
ܟܬܝܒ
ܘܠܗ
ܒܒܣܪ
ܒܡܠܬܐ
ܘ̇ܠܐ
ܡܠܐܟܐ
ܒܬܪܟܢ
ܕܠܥܠܡ
ܚܟܡܬܐ
ܪܚܡܐ̈
ܐܝܩܪܐ
ܪܥܝܢܐ
ܘܗܘ
ܣܘܥܪܢܐ
ܐܡ̇ܪܝܢܢ
ܕܢܗܘܘܢ
ܕܕܐܝܟ
ܒܚܕܐ
xxܝ
ܗ̇ܢܘ
ܕܥܡܗ
ܓܒܪܐ̈
ܩܫܝܫܐ
ܕܡܝܐ̈
ܣܡ
ܩܘܪܝܠܘܣ
ܛܟܣܐ
ܬܠܬ
ܪܫܐ
ܫܕܪ
ܒܐܘܪܚܐ
ܠܘܬܗܘܢ
ܒܝܫܐ̈
ܠܒܢܝ̈
ܨܠܘܬܐ
ܕܡܪܝ
ܗܘܝ
ܪܝܫ
ܕܡܕܡ
ܐܝܬܝ
ܘܐܝܠܝܢ
ܟܝܢܗ
ܬܪܥܝܬܐ
ܬܚܘܝܬܐ
ܢܝܫܐ
ܐ̣
ܠܫܡܝܐ
ܕܟܡܐ
9
ܥܘܠܐ
ܕܘܟܬܐ
ܘܐܢܐ
ܒܕܡܘܬܐ
ܝܘܠܦܢܐ
ܕܠܒܪ
ܡܚܕܐ
ܦܐܪܐ̈
20
ܐܡܝܢܐܝܬ
ܐܠܗܝܐ̈
ܥܡܢ
xܝx
ܕܐܠܗܘܬܐ
ܒܫܡܝܐ
ܥܒ̇ܕ
ܘܟܢ
ܟܐܦܐ
ܫܡܥ
ܥܒܕܐ̈
ܝܐ
ܕܥܡܐ
ܘܐܦܢ
ܒܪܝܟ
ܝܗ̣ܒ
ܕܢܡܘܣܐ
ܕܢܘܪܐ
ܒܚܝܠܐ
ܠܟܝ
ܟܠܡܕܡ
ܕܠܩܘܒܠܐ
xxdd
ܢܬܠ
ܢܥܒܕ
ddx
ܨܒܐ
ܡܩܒܠ
ܘܒܪܐ
ܕܝܢ̣
ܝܗܘܕܐ
ܘܒܪ
ܣܝܡ
ܝܘܣܦ
ܝܚܝܕܝܐ
ܕܡܢܗܘܢ
ܐܬܝܠܕ
ܡܫܟܚܝܢ
ܒܐܬܪܐ
ܕܬܪܬܝܢ̈
ܕܐܢܬ
ܒܕܓܘܢ
ܓܢܣܐ
ܥܝܕܐ
ܚ̣ܙܐ
ܒܐܘܣܝܐ
ܠܦܘܬ
ܒܪܘܝܐ
ܕܝܫܘܥ
ܐܡܠܟ
ܡܪ
ܛ
ܐܠܗܐ̈
ܘܐܠܗܐ
ܫܪܝܪܬܐ
ܛܠܝܐ
ܕܚܛܝܬܐ
ܗܟܘܬ
ܡܐܡܪܐ
ܠܒܢܝܢܫܐ̈
ܕܠܘܩܒܠ
ܡܠܦܢܐ
ܥܕ
ܡܫܟܚܐ
ܡܐܐ
ܣܓܝܐܬܐ
ܡܗܝܡܢܐ̈
ܝܝܝ
ܠܡܠܟܐ
ܥܠܬ
ܡܠܦ
ܪܓܬܐ
ܒܐ
ܐܫܥܝܐ
ܗܘܝܘ
ܕܥܒܕ
ܐܬܚܙܝ
ܢܫܐ̈
ܕܗܫܐ
ܨ̇ܒܐ
ܒ̇ܥܐ
ܘܟܠܗܘܢ
ܠܒܪܐ
ܕܡܢܐ
ܕܚܠܦ
ܡܢܝܢܐ
ܠܟܠܗ
ܡܘܕܥ
ܠܘܬܢ
ܡܬܐܡܪ
ܢܦܫܗܘܢ
ܘܐܝܬܘܗܝ
ܣܘܥܪܢܐ̈
ܙܕܩ
ܚܛܗܐ̈
ܫܐܕܐ̈
ܐ̇
ܩܘܕܫܐ
ܕܗܒܐ
ܡܢܟܘܢ
ܗܘܝܐ
ܒܫܢܬ
ܟܣܝܐ
ܫ
ܟܐܡܬ
ܘܢܗܘܐ
ܐܢܫܐ̈
ܢܣ̣ܒ
ܕܥܠܘܗܝ
ܕܒܟܠ
ܪܘܡܐ
ܫܡܗܐ̈
ܫܝܢܐ
ܩܪܐ
ܕܡܕܝܢܬܐ
ܕܗ̣ܝ
ܙܪܥܐ
ܬܠܡܝܕܐ̈
ܕܓܒܪܐ
ܠܡܥܒܕ
ܕܕܘܝܕ
ܝܕܥܝܢ
ܦܘܪܩܢܐ
ܒܡܫܝܚܐ
ܐܚܘܗܝ
ܩܕ
ܣ̇ܓܝ
ܝܘܡܢܐ
ܟܐܢܐ
ܣܒܐ
ܐܦܣܩܘܦܐ
ܡܬܝܕܥ
ܕܐܕܡ
ܣܗܕܘܬܐ
ܐܓܪܬܐ
ܠܚܕܕܐ̈
0ܝ
ܕܢ
ܚܫܘܟܐ
ܫܘܠܡܐ
ܕܝܗܘܕܝܐ̈
ܕܝܘܚܢܢ
ܥܡܟ
ܛܘܪܐ
ܕܟܠܗܝܢ
ܕܫܡܗ
ܐܡܪܐ
ܕܟܠܗ
ܕܢܥܒܕ
ܕܚܕܐ
ܠܦܓܪܐ
ܘܡܢܐ
ܐܚܐ̈
ܥܬܝܕ
ܩܒܠ
ܒܐܠܗܐ
ܐܘܪܫܠܡ
ܘܐܡܪܝܢ
ܕܓܘܐ
ܒܠܚܘܕܘܗܝ
ܐܡܪܬ
ܕܒܬܪ
ܒܟܠܗ̇
ܟܒܪ
ܘܫܕܪ
ܠܬܚܬ
ܢܦܫܝ
ܒܠܠܝܐ
ܒܟܬܒܐ
ܬܫܡܫܬܐ
ܛܘܦܣܐ
ܝܠܕܐ
ܘܗܢܐ
ܦܪܘܩܢ
ܛܒܐ̈
ܒܠܥܕ
ܩܐܡ
ܥܘܬܪܐ
ܚܙܘ
ܠܐܝܢܐ
ܚܙܬܐ
ܕܐܦܢ
ܠܗܘ
ܝܗ̇ܒ
ܒܪܝܬܐ̈
ܐܦܝܣܩܘܦܐ̈
ܘܝ
ܒܡܕܡ
ܕܘܟ
ܠܘܬܝ
ܫܐ
15
ܘܥܒܕ
ܘܚܠܦ
ܐܢܗ̣ܘ
ܘܩܡ
ܓܘܫܡܐ
ܐܚܝܕ
ܥܡܠܐ
ܝxܢ
ܠܐܬܪܐ
ܕܡܠܟܘܬܐ
ܠܗ̣
ܡܕܒܚܐ
ܠܐܕܡ
ܢܦܩ
ܣ
ܠܘܬܟ
ܥܠܝܟ
ܠܐܘܪܫܠܡ
ܙܕܩ̇
ܘܚܕܐ
ܘܐܚܪܢܐ
ܕܐܝܬܝܗܝܢ
ܠܟܠܢܫ
ܕܪܗܘܡܝܐ̈
ܐܡܐ
ܠܠܐ
ܘܟܠܗ
ܕܢܚܘܐ
ܕܬܠܬܐ
ܦܘܩܕܢܐ̈
xܘ
ܗܘܬ̣
ܕܥܡܡܐ̈
ܢܐܬܐ
ܡܥܡܘܕܝܬܐ
ܕܙܒܢܐ
ܒܢܬ̈
ܨܠܡܐ
ܒܝܢܬ
ܐܝܕܗ
ܩܢܘܢܐ
ܟܐܢܐܝܬ
ܝܘܢܝܐ
ܢܣܒ
ܕܝܠܟܘܢ
ܫܪܝܐ
ܒܐܝܠܝܢ
ܠܝܢ
ܒܗܝܡܢܘܬܐ
ܠܒܪܢܫܐ
ܘܡܝܬ
ܐܢܫܘܬܐ
ܟܝܢܐܝܬ
ܗܝܟܠܐ
ܝܘ
ܟܬ̣ܒ
ܫܦܝܪܐ
ܪܘܪܒܐ̈
ܐܬ̇ܐ
ܕܝܗܘܕܐ
ܘܘܐ
ܐܙܠ
ܕܗܘܘ
ܟܪܣܐ
ܐܬܘܬܐ̈
ܪܘܚܢܐ
ܥܡܝ
ܒܫܡܐ
ܚܡܪܐ
ܡܠܐ
ܕܗܢܘܢ
ܩܪܝܬܐ
ܘܒܫܢܬ
ܡܢܬܐ
13
ܘܗܘ̣ܐ
ܠܒܗ
ܕܐܬܐ
ܘܐܠܐ
ܢܦ̣ܩ
ܘܬܐ
ܙܒܢܐ̈
ܒܠܐ
ܨܘܡܐ
ܡܘܗܒܬܐ
ܚܠܦܝܢ
ܘܐܬܐ
ܚܘܫܒܐ̈
ܚܝܠܘܬܐ̈
ܬܘܗܝ
ܕܡܘܫܐ
ܕܡܢܗ̇
ܡܘܕܐ
ܠܢܦܫܐ
ܠܠܝܐ
ܣܢܝܩ
ܗܘ̣ܬ
ܕܒܫܡܝܐ
ܡܠܠ
ܚܝܘܬܐ̈
ܕܬܡܢ
ܕܡܠܐ̈
ܫܠܝܐ
ܕܚܝܠܐ
ܘܗܫܐ
ܐܢܚܢܢ
ܝ̇
ܐܚܝ̈
ܠx
ܒܟܠܗ
ܨܚ
ܠܓܒܪܐ
ܡܗܝܡܢܐ
ܬܪܬܝܗܝܢ̈
ܠܟܠܗ̇
ܚܘܫܒܐ
ܒܐܝܕܐ
ܗܘܬ̇
ܕܐܡܪܝܢ
ܠܡܕܝܢܬܐ
ܚܝܠܐ̈
ܘܐܢܬ
ܐܘܠܕ
ܕܐܝܟܢ
ܦܘܡܗ
ܝܘܡ
ܕܛܒ
ܟܠܢ
ܬܠܝܬܝܘܬܐ
12
ܥܡܗ̇
ܐܠܝܐ
ܠܟܝܢܐ
ܡܝܢ
d
ܕܕܠܡܐ
ܗ̇ܢܝܢ
ܕܫܠܝܚܐ̈
ܕܐܡܪܬ
ܒܐܝܕܗ
ܥܠܡܐ̈
16
ܪܚ̇ܡ
ܠܥܕܬܐ
ܒܡܠܐ̈
ܒܥܕܬܐ
ܘܐܡܪܘ
ܗܘܐ̣
ܣܝܡܐ
ܡܪܗ
ܥܕܢܐ
ܫܪܐ
ܐܫܟܚ
ܩܘܪܒܢܐ
ܗܘ̇ܐ
ܥܒܪ
ܕܚܢܢ
ܒܕ
ܘܐܪܥܐ
ܦܐܝܐ
ܒܟܠܗܝܢ
ܚܫ
ܗ̣ܘܘ
ܫܪܝ
ܕܫܪܟܐ
ܒܟܠܙܒܢ
ܦܛܪܘܣ
ܝܕ
ܥܠܡܝܢ
ܚܕܘܬܐ
ܦ
ܒܝܬܗ
ܦܩܕ
ܐܪܙܐ
ܘܐܝܢܐ
ܐܡܪܝܢܢ
ܐܒܝ
xxxxxx
ܒܗܝ̇
ܙܟܘܬܐ
ܫܩܠ
ܐܡܝܪܐ
ܕܟܠܗ̇
ܩܘܫܬܐ
ܕܗܘܬ
ܩܝܡܐ
ܠܡܪܢ
ܒܐܝܕܝ̈
ܒܢܘܪܐ
ܕܢܐܬܐ
ܘܒܢܝ̈
ܘܚܢܢ
ܕܢܘܗܪܐ
ܘܩܕܡ
ܡܬܚܒܠܢܘܬܐ
ܝܝx
ܠܓܡܪ
ܒܢܘܗܝ̈
ܨܒ̇ܐ
ܟܝܢܝܬܐ
ܡܨܪܝܢ
ܒܡܐܡܪܐ
ܣܘܓܐܐ
ܚܝ
ܬܚܘܡܐ
ܩܢܐ
ܘܟܡܐ
ܘܐܙܠ
ܗܒ
ܕܕܗܒܐ
ܘܒܟܠ
ܕܐܒܪܗܡ
ܕܟܬܒܐ
ܒܙܢܐ
ܬܠܬܝܢ
ܩx
ܒܕܘܟ
ܕܐܬܝܠܕ
ܘܡܢܗܘܢ
ܐܚܐ
ܒܕܘܟܬܐ
ܦܪܘܣ
ܘx
ܩܫܝܐ
ܗ̣ܘܬ
ܐܦܘܗܝ̈
ܐܢܬܝ
25
ܐܡܪܘ
ܕܟܬܒܐ̈
ܡܕܒܪܢܘܬܐ
ܒܦܓܪܐ
14
ܒܚܘܒܐ
ܕܚܫܐ̈
ܥܒ̣ܕܐ
ܨܠܝܒܐ
ܕܐܒܗܬܐ̈
ܡܠܘܢ
ܢܚܬ
ܙܘܥܐ
ܟܣܦܐ
ܡܘܬܗ
ܗܘܝܬܘܢ
ܐܠܦܐ
ܒܩܠܐ
ܕܟܝܢܐ̈
ܣܗܕܐ̈
ܝܬܝܪܐ
ܥܘܕܪܢܐ
ܟܢܐ
ܡܝܘܬܘܬܐ
ܣܠܩ
ܥܒܕܗ
ܡܛܠܬܗ
ܕܗܘܝܘ
ܬܪܝܢܐ
ܥܣܪܝܢ
ܥܒܕܝܢ
ܐܢܗܘ
ܟܐܢܘܬܐ
ܡܫܡܠܝܐ
ܘܡܟܝܠ
ܕܐܠܘ
ܫܠܝ
ܘܝܬܝܪܐܝܬ
ܘܒܕܓܘܢ
ܘܝܗܒ
1dd
ܕܥܒ̣ܕ
ܡܐܟܘܠܬܐ
ܒܟܠܗܘܢ
ܥܘܗܕܢܐ
ܐܬܘ
ܦܘܡܐ
ܠܐܚܪܢܐ̈
ܕܢܒܝܐ̈
ܒܪܝ
ܪܘܚܢܐ̈
ܩܝܡܝܢ
ܪܗܘܡܝܐ̈
ܕܒܒܣܪ
ܕܡܠܐܟܐ̈
ܕܘܒܪܐ
ܒܐܘܪܫܠܡ
ܐܠܗܝܬܐ̈
ܗܕܡܐ̈
ܡܬܚܙܝܐ
ܐܝܬܝܟ
ܕܨܝܕ
ܐܝܠܢܐ
ܠܒܪܗ
ܕܪܝܫ
ܕܙܕܝܩܘܬܐ
ܬܘܕܝܬܐ
ܫܘܬܦܘܬܐ
ܕܛܘܒܢܐ
ܒܡܕܒܪܐ
ܘܐܒܐ
ܟx
ܝܘܬܪܢܐ
ܕܒܗܝܢ
ܕܫܦܝܪ
ܚܝܘܬܐ
ܪܘܓܙܐ
ܠܚܝܐ̈
ܕܢܬܠ
ܠܚܘܕ
ܕܝܕܥܬܐ
ܘܢ
ܚܪ
ܡܬܐܡܪܐ
ܓܒܐ
ܕܟܝܐ
ܡܫܘܚܬܐ
ܘܒܝܬ
ܫ̇ܘܐ
ܕܬܚܝܬ
ܘܡܕܡ
ܓܘ
ܫܐܘܠ
ܘܗܘܘ
ܬܢܢ
xx1
ܐܝܕܘܗܝ̈
ܒܝܢܬܗܘܢ
ܪܘܚܗ
ܠܡܗܘܐ
ܘܢܦܩ
ܕܐܘܢܓܠܝܘܢ
ܬܪܥܐ̈
ܕܦܪܘܩܢ
ܕܫܡܫܐ
ܒܪܝܐ
ܫܡܥܘ
ܕܒܟܝܢܐ
ܕܝܪܐ
ܫܒܛܐ
ܩܕܡܝܟ
ܝxxx
ܢܦܠ
ܫܒܥܐ
ܕܐܝܢܐ
ܬܕܡܘܪܬܐ
ܕܚܠܬ
ܕܩܕܝܫܐ̈
ܡܛܠܗܕܐ
ܕܡܬܩܪܐ
ܪܘܪܒܬܐ̈
ܚܘܒܗ
ܕܡܝܬܪܘܬܐ
ܬܕܡܪܬܐ̈
ܘܐܡܠܟ
ܪܝܫܗ
18
ܕܨܒܐ
ܬܠܡܝܕܘܗܝ̈
